"username","commentcount","likecount","type","description","pubyear","pubmonth","pubday","posturl"
"kamalaharris","443","36766","Photo","Prominent writer, fellow @howard1867 alumna, and co-founder of Howard’s The Hilltop, Zora Neale Hurston dedicated her life to spotlighting the Black experience through her writing. Her work continues to be a powerful influence decades after her death. #BlackHistoryMonth","2019","2","3","https://www.instagram.com/p/BtZ7tRvDjRq/"
"kamalaharris","1912","29824","Video","Absolutely haunting. Incarcerated individuals at a federal detention center in Brooklyn are pounding on their windows trying to get people's attention while they're suffering in the cold. We need answers.
📹: CoreyinNYC on Twitter","2019","2","2","https://www.instagram.com/p/BtZbl6lD7Rc/"
"kamalaharris","814","42850","Photo","We are fighting for something, not against something. This is a fight born out of optimism and love of country. We know our country can be better than this. Let’s work toward that future.","2019","2","2","https://www.instagram.com/p/BtYx1eKjW_j/"
"kamalaharris","895","58065","Photo","Our youth have always been the driving force of movements for change. Today we honor and recognize four NC A&amp;T Aggies — students who held the first sit-in of the civil rights movement. 59 years ago at a Greensboro Woolworth’s, their courage, strength, and refusal to accept injustice brought our a nation a step closer to who we can and should be.","2019","2","2","https://www.instagram.com/p/BtXQY88jPdz/"
"kamalaharris","1472","58927","Photo",,"2019","2","2","https://www.instagram.com/p/BtXBLwRgr9f/"
"kamalaharris","311","11382","Video","We have the power of the people. We can heal our nation and give our children the future they deserve.","2019","2","1","https://www.instagram.com/p/BtWp14rAu6Z/"
"kamalaharris","751","56450","Photo","Like so many others, I stand on the shoulders of giants like Shirley Chisholm. Unbought and unbossed, she had the guts to speak truth — no matter how uncomfortable. She was an American icon. #BlackHistoryMonth","2019","2","1","https://www.instagram.com/p/BtWODUlA6bb/"
"kamalaharris","567","18179","Photo","We’re doing this for our children’s future.","2019","1","31","https://www.instagram.com/p/BtUW6rpgUlV/"
"kamalaharris","1656","48950","Video","We made a promise of the American Dream to undocumented youth, and that dream has been deferred for far too long.","2019","1","31","https://www.instagram.com/p/BtSBHLYjNsk/"
"kamalaharris","1656","48950","Video","We made a promise of the American Dream to undocumented youth, and that dream has been deferred for far too long.","2019","1","31","https://www.instagram.com/p/BtSBHLYjNsk/"
"kamalaharris","1656","48950","Video","We made a promise of the American Dream to undocumented youth, and that dream has been deferred for far too long.","2019","1","31","https://www.instagram.com/p/BtSBHLYjNsk/"
"kamalaharris","774","56778","Photo","Happy birthday to my brilliant sister Maya! Grateful to have you by my side on this journey.","2019","1","30","https://www.instagram.com/p/BtRr1pRjZ0j/"
"kamalaharris","869","35425","Photo","I’m running to be president, of the people, by the people, and for ALL people. Let’s do this together.","2019","1","30","https://www.instagram.com/p/BtRD3GUj4HG/"
"kamalaharris","1280","23935","Video","I was inspired by the potential of America as people flooded the streets outside the White House two years ago, protesting this Administration’s discriminatory Muslim ban. When we come together to defend what's morally right and good, we can change our world.","2019","1","30","https://www.instagram.com/p/BtPX-_ijM2U/"
"kamalaharris","1799","68953","Photo",,"2019","1","29","https://www.instagram.com/p/BtO3mbkACzT/"
"kamalaharris","3391","80035","Video","Enough is enough. We cannot wait for the next tragedy to act on gun violence.","2019","1","29","https://www.instagram.com/p/BtOmLZhgXyi/"
"kamalaharris","3391","80035","Video","Enough is enough. We cannot wait for the next tragedy to act on gun violence.","2019","1","29","https://www.instagram.com/p/BtOmLZhgXyi/"
"kamalaharris","687","15769","Video","Stopped by to say hi to some Drake students and community members who watched the town hall tonight.","2019","1","29","https://www.instagram.com/p/BtNNxkGjjvq/"
"kamalaharris","957","26879","Video","I feel strongly about this — we need to have Medicare for All.","2019","1","29","https://www.instagram.com/p/BtNHw_IDwTF/"
"kamalaharris","1744","87509","Photo",,"2019","1","29","https://www.instagram.com/p/BtNCOpGjx41/"
"kamalaharris","1335","62395","Photo","Moments to go before the CNN Town Hall. Excited to talk with Iowa Democrats about the issues that matter. Tune in at 10 p.m. ET.","2019","1","29","https://www.instagram.com/p/BtM9MIGD8f9/"
"kamalaharris","506","41398","Photo","Yesterday was incredible. Thank you to everyone who came out — looking forward to seeing more of you on the road.","2019","1","29","https://www.instagram.com/p/BtMvw4vgOkw/"
"kamalaharris","506","41398","Photo","Yesterday was incredible. Thank you to everyone who came out — looking forward to seeing more of you on the road.","2019","1","29","https://www.instagram.com/p/BtMvw4vgOkw/"
"kamalaharris","506","41398","Photo","Yesterday was incredible. Thank you to everyone who came out — looking forward to seeing more of you on the road.","2019","1","29","https://www.instagram.com/p/BtMvw4vgOkw/"
"kamalaharris","506","41398","Photo","Yesterday was incredible. Thank you to everyone who came out — looking forward to seeing more of you on the road.","2019","1","29","https://www.instagram.com/p/BtMvw4vgOkw/"
"kamalaharris","506","41398","Photo","Yesterday was incredible. Thank you to everyone who came out — looking forward to seeing more of you on the road.","2019","1","29","https://www.instagram.com/p/BtMvw4vgOkw/"
"kamalaharris","506","41398","Photo","Yesterday was incredible. Thank you to everyone who came out — looking forward to seeing more of you on the road.","2019","1","29","https://www.instagram.com/p/BtMvw4vgOkw/"
"kamalaharris","506","41398","Photo","Yesterday was incredible. Thank you to everyone who came out — looking forward to seeing more of you on the road.","2019","1","29","https://www.instagram.com/p/BtMvw4vgOkw/"
"kamalaharris","506","41398","Photo","Yesterday was incredible. Thank you to everyone who came out — looking forward to seeing more of you on the road.","2019","1","29","https://www.instagram.com/p/BtMvw4vgOkw/"
"kamalaharris","631","39997","Photo","To the tens of thousands who joined us in Oakland or watched at home: my heart is full and I’m ready to get to fight with each of you for our future. More of my favorite behind-the-scenes photos from yesterday can be found in stories.","2019","1","28","https://www.instagram.com/p/BtMbbSxAk9a/"
"kamalaharris","835","88999","Photo","Two years ago this week, the President enacted the first of many Muslim bans, instantly sparking fury across the country. We saw people speak out against anti-Muslim rhetoric and lend a helping hand like these lawyers did, camping out at airports to help those wrongfully detained.","2019","1","28","https://www.instagram.com/p/BtMQsCnA-xl/"
"kamalaharris","1363","51144","Video","I’m running to be president of the people, by the people, and for all people. I’m running to fight for an America where you only have to work one job to pay the bills and where health care and education are fundamental rights.","2019","1","28","https://www.instagram.com/p/BtMD7BqgVcs/"
"kamalaharris","1363","51144","Video","I’m running to be president of the people, by the people, and for all people. I’m running to fight for an America where you only have to work one job to pay the bills and where health care and education are fundamental rights.","2019","1","28","https://www.instagram.com/p/BtMD7BqgVcs/"
"kamalaharris","2002","43716","Video","Let’s speak truth: we have foreign powers infecting the White House like malware.","2019","1","28","https://www.instagram.com/p/BtKL8ckjkl-/"
"kamalaharris","1309","63729","Photo","People in power are trying to convince us that the villain in our American story is each other. But that is not our story. That is not who we are. That is not our America.","2019","1","27","https://www.instagram.com/p/BtJ-grOj4O5/"
"kamalaharris","786","22177","Video","People are lined up and ready to go for our launch rally in Oakland!","2019","1","27","https://www.instagram.com/p/BtJidJdj2cb/"
"kamalaharris","1515","48118","Video","My mother was the greatest source of inspiration in my life. She taught me that I had a responsibility to fight for justice.","2019","1","26","https://www.instagram.com/p/BtHbtqCDa5S/"
"kamalaharris","1515","48118","Video","My mother was the greatest source of inspiration in my life. She taught me that I had a responsibility to fight for justice.","2019","1","26","https://www.instagram.com/p/BtHbtqCDa5S/"
"kamalaharris","2383","63075","Video","A mother and father should not have to sit their teenage son down and tell him he may be stopped, arrested, and potentially shot because of the color of his skin.","2019","1","25","https://www.instagram.com/p/BtE6iZ7DA5_/"
"kamalaharris","2383","63075","Video","A mother and father should not have to sit their teenage son down and tell him he may be stopped, arrested, and potentially shot because of the color of his skin.","2019","1","25","https://www.instagram.com/p/BtE6iZ7DA5_/"
"kamalaharris","1830","105347","Photo",,"2019","1","25","https://www.instagram.com/p/BtEfm2Xg-jG/"
"kamalaharris","476","18721","Photo","I’ve received countless notes from federal workers and government contractors who have one message for McConnell and the President: end this shutdown.","2019","1","25","https://www.instagram.com/p/BtEOVf4Db8m/"
"kamalaharris","1442","68402","Photo","Our economy isn’t working for working people. I’ve met too many folks who are working two or three jobs just to pay the bills and make ends meet. Congress must pass the Rent Relief Act and LIFT Act to give families a break.","2019","1","25","https://www.instagram.com/p/BtCmhm1AT7_/"
"kamalaharris","1207","35721","Video","This wall is not about securing the American homeland and securing the nation. If you really wanted to secure the nation, you’d pay those people to do the job that they took an oath to do every day.","2019","1","24","https://www.instagram.com/p/BtBmb_cA6e3/"
"kamalaharris","2285","59704","Video","Americans who live paycheck to paycheck can't afford another day, let alone another week, of a government shutdown. Let's do the right thing and vote on a clean bill to reopen the government tomorrow.","2019","1","24","https://www.instagram.com/p/BtAJqwXDZjU/"
"kamalaharris","1542","86717","Photo",,"2019","1","23","https://www.instagram.com/p/Bs_VcLXDb1a/"
"kamalaharris","1170","61577","Photo","Yesterday was a momentous day. People from all walks of life across the country chipped in to show corporate PACs that we can build a grassroots movement without them.","2019","1","23","https://www.instagram.com/p/Bs9bEFDDk6O/"
"kamalaharris","561","22828","Video","Get the government back up and running. Then we can have a debate about what we need to do to pass comprehensive immigration reform. 800,000 federal workers don’t deserve to suffer while that’s debated.","2019","1","22","https://www.instagram.com/p/Bs9MVQxjbr7/"
"kamalaharris","745","55526","Photo","Decency, justice, equality, and our democracy are all on the line right now. The future of our country depends on millions of people raising their voices to fight for our values. That’s why I’m running for President of the United States. I hope you’re with me.","2019","1","22","https://www.instagram.com/p/Bs8-_2ODiTL/"
"kamalaharris","620","47923","Photo","Back in December I received this *very* persuasive letter from a young Iowan I met out on the campaign trail last fall. Nora — thank you for the encouragement and I hope to see you again soon.","2019","1","22","https://www.instagram.com/p/Bs84G9xD6yj/"
"kamalaharris","3007","95000","Video","Thanks to you, we surpassed $1.5 million in grassroots contributions in under 24 hours. Link in stories to join our campaign.","2019","1","22","https://www.instagram.com/p/Bs8orNVDTJw/"
"kamalaharris","3140","230250","Photo","Thinking of my mother today. She was smart, fierce, and my first campaign staffer — and I dearly wish she was here with us for this moment. Her spirit still drives me to fight for our values.","2019","1","22","https://www.instagram.com/p/Bs6xaGVjgza/"
"kamalaharris","1407","61983","Photo","Show your friends and family you’re on Team Kamala. Shop for all the campaign essentials now: store.kamalaharris.org.","2019","1","22","https://www.instagram.com/p/Bs6oVwFDkBH/"
"kamalaharris","1407","61983","Photo","Show your friends and family you’re on Team Kamala. Shop for all the campaign essentials now: store.kamalaharris.org.","2019","1","22","https://www.instagram.com/p/Bs6oVwFDkBH/"
"kamalaharris","1407","61983","Photo","Show your friends and family you’re on Team Kamala. Shop for all the campaign essentials now: store.kamalaharris.org.","2019","1","22","https://www.instagram.com/p/Bs6oVwFDkBH/"
"kamalaharris","868","79949","Photo","@howard1867 was where I first ran for elected office — freshman class representative. There is no place I’d rather visit on the day I launched my presidential campaign.","2019","1","21","https://www.instagram.com/p/Bs6gv2pj5Dq/"
"kamalaharris","868","79949","Photo","@howard1867 was where I first ran for elected office — freshman class representative. There is no place I’d rather visit on the day I launched my presidential campaign.","2019","1","21","https://www.instagram.com/p/Bs6gv2pj5Dq/"
"kamalaharris","868","79949","Photo","@howard1867 was where I first ran for elected office — freshman class representative. There is no place I’d rather visit on the day I launched my presidential campaign.","2019","1","21","https://www.instagram.com/p/Bs6gv2pj5Dq/"
"kamalaharris","868","79949","Photo","@howard1867 was where I first ran for elected office — freshman class representative. There is no place I’d rather visit on the day I launched my presidential campaign.","2019","1","21","https://www.instagram.com/p/Bs6gv2pj5Dq/"
"kamalaharris","2647","130325","Photo","This campaign is a fight for the soul of our country. It’s a fight of and for the people. Together, we will fight for a country with strong public schools. A country where one job is enough to pay the bills. A country with health care for every single American.

We will fight for a country where getting a college education doesn’t mean taking on a lifetime of debt. Where middle-class and working families get a break, not corporations or the wealthiest 1%. Where every single person can retire with dignity. Where we can all breathe clean air and drink clean water. Where Black women aren’t three to four times more likely to die in childbirth than white women.

A country where we stop incentivizing corporations to profit off the incarceration of millions. We’re going to fight for an America where all our civil rights are respected.

Ours is a fight born of optimism — of the promise of what our country can become if we work together. I hope you’ll join me.","2019","1","21","https://www.instagram.com/p/Bs6MVhVDwMt/"
"kamalaharris","3443","103770","Video","Americans deserve a president who will fight for them, hear them, care about them, and put them in front of their own self-interests.","2019","1","21","https://www.instagram.com/p/Bs55VG9j3nD/"
"kamalaharris","1237","44574","Video","50 states strong, all from individual donations. Thank you for being a part of our campaign!","2019","1","21","https://www.instagram.com/p/Bs5tJvAD6K0/"
"kamalaharris","15004","223888","Video","I'm running for president. Let's do this together. Join us: kamalaharris.org","2019","1","21","https://www.instagram.com/p/Bs5Zf_njM5i/"
"kamalaharris","682","22357","Photo","No one should ever have to make that choice. #ShutdownStories","2019","1","20","https://www.instagram.com/p/Bs4AVL9DNQo/"
"kamalaharris","487","40354","Photo","Dr. Martin Luther King, Jr. had a deep conviction about what our country could be. He understood that racial justice was not attainable without economic justice. That everyone deserves access to a good job and safe working conditions. This MLK weekend, let’s keep his legacy alive.","2019","1","19","https://www.instagram.com/p/Bs0wxonj0wr/"
"kamalaharris","731","19951","Photo","This is not a game. Hundreds of thousands of Americans are being punished over a useless and costly wall. When will their next paycheck come? A week? A month? No one should live with that uncertainty. Let’s vote to reopen the government and end this shutdown.","2019","1","19","https://www.instagram.com/p/BszEfHqjGjR/"
"kamalaharris","434","19593","Video","Teachers in Los Angeles are raising our nation's future. They deserve dignified wages for all the time and energy they invest both inside and outside the classroom. I stand with the #LAUSDStrike.","2019","1","18","https://www.instagram.com/p/Bsyt-vTDZtX/"
"kamalaharris","597","65779","Photo","I stand in solidarity with Los Angeles teachers who are fighting for fair pay and the people and resources they need to educate the next generation.","2019","1","18","https://www.instagram.com/p/BsycdBTDIz8/"
"kamalaharris","2430","107885","Photo","Stunning photographs of the 131 women of the 116th Congress. View more of these portraits in stories. 📷: @elizabethdherman and @celestesloman for the @nytimes","2019","1","18","https://www.instagram.com/p/BsyHjbKDwuV/"
"kamalaharris","2430","107885","Photo","Stunning photographs of the 131 women of the 116th Congress. View more of these portraits in stories. 📷: @elizabethdherman and @celestesloman for the @nytimes","2019","1","18","https://www.instagram.com/p/BsyHjbKDwuV/"
"kamalaharris","2430","107885","Photo","Stunning photographs of the 131 women of the 116th Congress. View more of these portraits in stories. 📷: @elizabethdherman and @celestesloman for the @nytimes","2019","1","18","https://www.instagram.com/p/BsyHjbKDwuV/"
"kamalaharris","2430","107885","Photo","Stunning photographs of the 131 women of the 116th Congress. View more of these portraits in stories. 📷: @elizabethdherman and @celestesloman for the @nytimes","2019","1","18","https://www.instagram.com/p/BsyHjbKDwuV/"
"kamalaharris","2430","107885","Photo","Stunning photographs of the 131 women of the 116th Congress. View more of these portraits in stories. 📷: @elizabethdherman and @celestesloman for the @nytimes","2019","1","18","https://www.instagram.com/p/BsyHjbKDwuV/"
"kamalaharris","2430","107885","Photo","Stunning photographs of the 131 women of the 116th Congress. View more of these portraits in stories. 📷: @elizabethdherman and @celestesloman for the @nytimes","2019","1","18","https://www.instagram.com/p/BsyHjbKDwuV/"
"kamalaharris","2430","107885","Photo","Stunning photographs of the 131 women of the 116th Congress. View more of these portraits in stories. 📷: @elizabethdherman and @celestesloman for the @nytimes","2019","1","18","https://www.instagram.com/p/BsyHjbKDwuV/"
"kamalaharris","2430","107885","Photo","Stunning photographs of the 131 women of the 116th Congress. View more of these portraits in stories. 📷: @elizabethdherman and @celestesloman for the @nytimes","2019","1","18","https://www.instagram.com/p/BsyHjbKDwuV/"
"kamalaharris","2430","107885","Photo","Stunning photographs of the 131 women of the 116th Congress. View more of these portraits in stories. 📷: @elizabethdherman and @celestesloman for the @nytimes","2019","1","18","https://www.instagram.com/p/BsyHjbKDwuV/"
"kamalaharris","2430","107885","Photo","Stunning photographs of the 131 women of the 116th Congress. View more of these portraits in stories. 📷: @elizabethdherman and @celestesloman for the @nytimes","2019","1","18","https://www.instagram.com/p/BsyHjbKDwuV/"
"kamalaharris","466","20981","Photo","There are 42,300 federal workers in California currently affected by the government shutdown. They’re the TSA agents who protect our flights and air traffic controllers who help land our planes. They’re park rangers and Coast Guard members. They don’t need a wall — they need a paycheck.","2019","1","18","https://www.instagram.com/p/BswiGVBDb8C/"
"kamalaharris","268","23469","Photo","A powerful photo of Dolores Huerta marching with her grandson in support of the #LAUSDStrike. Progress won't happen overnight, but our teachers are worth fighting for. Our students are worth fighting for. I stand with them.","2019","1","17","https://www.instagram.com/p/BswMMypjRyL/"
"kamalaharris","998","43320","Video","My advice to all young women: Surround yourself with really good friends who will celebrate your successes and know that no matter what you do, you are not alone.","2019","1","17","https://www.instagram.com/p/Bsv7cbij69W/"
"kamalaharris","998","43320","Video","My advice to all young women: Surround yourself with really good friends who will celebrate your successes and know that no matter what you do, you are not alone.","2019","1","17","https://www.instagram.com/p/Bsv7cbij69W/"
"kamalaharris","971","100473","Photo","Happy birthday, @michelleobama! Thank you for being a tireless advocate for our nation's youth and an inspiration to so many across the country.","2019","1","17","https://www.instagram.com/p/BsvqxyWDeZN/"
"kamalaharris","1832","43983","Photo","Day 26 of the Trump shutdown and families in California and across the country are being forced to make tough choices. It’s cruel to play games with their livelihoods.","2019","1","16","https://www.instagram.com/p/BstjP31jC5Y/"
"kamalaharris","436","31945","Photo","Honored to be included among so many extraordinary women — @malala Yousafazai, @doloreshuerta, Ruth Asawa, @serenawilliams, and Anne Frank — in a mural at my alma mater Thousand Oaks Elementary School.","2019","1","16","https://www.instagram.com/p/Bss-qZtjd4c/"
"kamalaharris","247","12095","Photo","Happy Founders’ Day. Celebrating 111 years of Service to All Mankind. #J15 #SkeeWee #1908","2019","1","15","https://www.instagram.com/p/BsrCChfDEl3/"
"kamalaharris","459","37706","Photo","Ninety years ago today, Dr. Martin Luther King, Jr. was born to Rev. Martin Luther King Sr. and Alberta Williams King in Atlanta. His fight for equality and dignity lives on in those today who organize for freedom and justice for all.","2019","1","15","https://www.instagram.com/p/Bsqaw1ODTCk/"
"kamalaharris","1529","40955","Video","One nation under a groove
Gettin' down just for the funk of it","2019","1","15","https://www.instagram.com/p/Bso6Upej3rr/"
"kamalaharris","1510","43012","Photo","It’s not just federal workers who are affected by the president shutting down the government over a manufactured crisis — there’s the mom who’s worried about her son serving overseas without pay.","2019","1","15","https://www.instagram.com/p/Bsovmi-DCqF/"
"kamalaharris","817","47460","Photo",,"2019","1","14","https://www.instagram.com/p/Bsn657lDnB8/"
"kamalaharris","1636","47856","Photo","The president is holding the American people hostage over this vanity project. This is a crisis of his own making. He’s putting politics above the needs of Americans — including Carole’s grandson-in-law.","2019","1","13","https://www.instagram.com/p/Bslx1cwjlIm/"
"kamalaharris","1252","38811","Photo","Today our country broke the record for the longest government shutdown in U.S. history. This isn’t a record to be proud of — 800,000 federal workers do not know when their next paycheck will come. And for every paycheck missed, it gets harder to get back on track.","2019","1","12","https://www.instagram.com/p/Bsiwf9LD5bG/"
"kamalaharris","2538","85166","Photo","A few days ago I asked people to share how the government shutdown was affecting them. Thousands wrote in — sharing stories about their wife who is furloughed or their closest friend that has to borrow money to make rent this month. This is Laura’s story. #ShutdownStories","2019","1","11","https://www.instagram.com/p/Bsgz3dtDdTs/"
"kamalaharris","1454","36739","Video","People have to speak up about the government shutdown and put the pressure on this Administration to reopen the government. There is power in that.","2019","1","11","https://www.instagram.com/p/BsgL-cXjxzA/"
"kamalaharris","621","42408","Photo","Glad to be back on the @colbertlateshow to talk about the government shutdown and more. Tune in tonight at 11:35 ET.","2019","1","11","https://www.instagram.com/p/Bser3Z9DOvC/"
"kamalaharris","285","14770","Photo","As I said yesterday at @gwuniversity, any good fight is born out of optimism. In these moments, let’s remember that we are fighting for something and we must remain optimistic.","2019","1","10","https://www.instagram.com/p/BsdmZ-9Dc6s/"
"kamalaharris","1149","31337","Video","When we talk about the immigration debate, there are powerful forces — including this President — that are attempting to vilify immigrants because they were born in another country. This should offend all of us.","2019","1","9","https://www.instagram.com/p/BsbnurBDf6b/"
"kamalaharris","1943","121349","Photo",,"2019","1","9","https://www.instagram.com/p/BsZeQb1DqTh/"
"kamalaharris","2060","62243","Video","Let's be honest about it: Trump's wall won't stop transnational criminal organizations.","2019","1","9","https://www.instagram.com/p/BsZJ9GaDEGc/"
"kamalaharris","601","23686","Photo","Today’s the day! Both my books, #TheTruthsWeHold and #SuperheroesAreEverywhere, are available now. I’m excited to share these stories with you and am looking forward to seeing so many of you at my book events in Washington, D.C., New York City, Los Angeles, and San Francisco → prh.com/kamalaharris","2019","1","8","https://www.instagram.com/p/BsYq_GXjnvd/"
"kamalaharris","634","24417","Video","There was a bipartisan effort out of the House and Senate to fund the government, and the president is holding it up because of his vanity wall project, all at the expense of taxpayers and hundreds of thousands of workers. It’s an emergency of his own creation.","2019","1","8","https://www.instagram.com/p/BsYdnWej3wI/"
"kamalaharris","364","24197","Photo","A few behind the scenes photos before my interview on @goodmorningamerica this morning.","2019","1","8","https://www.instagram.com/p/BsX-DfvjcOq/"
"kamalaharris","364","24197","Photo","A few behind the scenes photos before my interview on @goodmorningamerica this morning.","2019","1","8","https://www.instagram.com/p/BsX-DfvjcOq/"
"kamalaharris","364","24197","Photo","A few behind the scenes photos before my interview on @goodmorningamerica this morning.","2019","1","8","https://www.instagram.com/p/BsX-DfvjcOq/"
"kamalaharris","745","58688","Photo","Congratulations, @GavinNewsom, on your swearing in! I know you’ll be a strong leader for California on everything from combating climate change to ensuring everyone can afford to pursue higher education.","2019","1","7","https://www.instagram.com/p/BsWMWlYjcTk/"
"kamalaharris","548","55080","Photo","Just had to post one more photo from this past Thursday. Truly a momentous day.","2019","1","6","https://www.instagram.com/p/BsTRLY6DcxL/"
"kamalaharris","2801","63651","Photo","The only one standing in the way of reopening the government is the president.","2019","1","5","https://www.instagram.com/p/BsQ2gVkDoyz/"
"kamalaharris","269","32792","Photo","Always nice to catch up with @Common and BET President, Scott Mills and discuss the importance of art, activism, and education.","2019","1","4","https://www.instagram.com/p/BsOwkZFD28J/"
"kamalaharris","269","32792","Photo","Always nice to catch up with @Common and BET President, Scott Mills and discuss the importance of art, activism, and education.","2019","1","4","https://www.instagram.com/p/BsOwkZFD28J/"
"kamalaharris","1802","143998","Photo","There’s a lot to smile about from yesterday. 📷: Jim Lo Scalzo","2019","1","4","https://www.instagram.com/p/BsOGCr0DuOO/"
"kamalaharris","250","25778","Photo","Great to see @repwilson and @rolandsmartin at the @congressionalblackcaucus ceremonial swearing-in earlier this morning. The Caucus is officially 55 members strong and we're ready to get to work in the 116th Congress to reform our criminal justice system, combat voter suppression, and more.","2019","1","3","https://www.instagram.com/p/BsMCgx7D6Ki/"
"kamalaharris","250","25778","Photo","Great to see @repwilson and @rolandsmartin at the @congressionalblackcaucus ceremonial swearing-in earlier this morning. The Caucus is officially 55 members strong and we're ready to get to work in the 116th Congress to reform our criminal justice system, combat voter suppression, and more.","2019","1","3","https://www.instagram.com/p/BsMCgx7D6Ki/"
"kamalaharris","667","44211","Photo","Wise words from my friend and fierce labor activist Dolores Huerta on why voting is so important: “If people don't vote, everything stays the same. You can protest until the sky turns yellow or the moon turns blue, and it's not going to change anything if you don't vote.”","2019","1","3","https://www.instagram.com/p/BsJyvFDj9zp/"
"kamalaharris","3509","157104","Photo","Tomorrow is going to be a historic day on Capitol Hill, with over 100 women being sworn in to the 116th Congress — a new record. 
The future is bright. 📷: @martinschoeller","2019","1","2","https://www.instagram.com/p/BsJUt58jHog/"
"kamalaharris","649","52832","Photo","Cooked New Year’s Day dinner with my best friend for our families. Black-eyed peas for good luck. Greens for prosperity.","2019","1","2","https://www.instagram.com/p/BsHI9QDjz-4/"
"kamalaharris","953","60550","Photo","Wishing you and your family a safe and happy new year!","2019","1","1","https://www.instagram.com/p/BsEjHzYjTHI/"
"kamalaharris","380","25915","Photo","Spread the word: voters in these states have the opportunity to register in person on Election Day.","2018","11","2","https://www.instagram.com/p/BpsadGljc_y/"
"kamalaharris","106","14923","Photo","Ora Mason in Las Vegas has voted in every single election for 61 years. And in 4 days, she's voting for @rosenfornevada. It's on all of us to live by Ora's inspiring example — vote.","2018","11","2","https://www.instagram.com/p/BpsGQSojdUR/"
"kamalaharris","62","9647","Photo","This is the *last* weekend before Election Day and we gain an extra hour thanks to daylight savings time this Sunday. Let’s use that extra hour to canvass, phone bank, and talk to our friends and family about what’s on the line. Don’t sit this one out. Go to thelastweekend.org to sign up.","2018","11","2","https://www.instagram.com/p/BprzQcKDJdk/"
"kamalaharris","234","21606","Photo","Every single time we enter that voting booth or put our vote-by-mail ballot in the mailbox, we have another chance to vote for the kind of future we want. And it’s not just about our future, it’s about creating a better, brighter future for our kids and their grandkids.","2018","11","1","https://www.instagram.com/p/BppiQrED9tx/"
"kamalaharris","604","47334","Photo","Thank you, @glamourmag, for including me among this group of inspirational women who are making a difference in the lives of others.","2018","10","31","https://www.instagram.com/p/BpnChUxD6rQ/"
"kamalaharris","604","47334","Photo","Thank you, @glamourmag, for including me among this group of inspirational women who are making a difference in the lives of others.","2018","10","31","https://www.instagram.com/p/BpnChUxD6rQ/"
"kamalaharris","61","5284","Video","Trick-or-treating is a lot like canvassing, except with canvassing, the treat is even better than candy — it’s a more vibrant democracy. We cannot look up 7 days from now and have any regrets about what we could have done. Go to thelastweekend.org to sign up now to give it everything we’ve got this weekend. #HappyHalloween","2018","10","31","https://www.instagram.com/p/BpmnP7ogtJe/"
"kamalaharris","174","11019","Photo","As I said in Miami-Dade, we can’t sit back these last 7 days. We need to do everything we can to elect @andrewgillum. Call up your friends in Florida. Knock on doors. The stakes couldn’t be higher.","2018","10","31","https://www.instagram.com/p/Bpk-5K4j5SA/"
"kamalaharris","80","4953","Photo","Going to be out of town on Election Day or just want to vote from the comfort of your own home? Today is the last day to request a vote-by-mail ballot. It only takes a few minutes → apply now.","2018","10","30","https://www.instagram.com/p/BpkelkVAywU/"
"kamalaharris","2253","86503","Photo","Anthony Borges was the last Parkland survivor to leave the hospital after being shot while barricading a door to a classroom to protect other students. He was only 15. A new and powerful cover by @nymag.
📷: @michaelavedon","2018","10","30","https://www.instagram.com/p/BpkEe-TDejJ/"
"kamalaharris","357","16175","Photo","Reminder: health care is on the ballot this November. Republicans and this Administration are trying to twist the truth, but don’t let them — they have been working to take health care away from tens of millions of people and they will keep at it if we don’t regain seats in 8 days.","2018","10","29","https://www.instagram.com/p/BpiMw64DmoH/"
"kamalaharris","1217","22264","Photo","The future of our nation. Protecting our communities from gun violence. Quality health care. Strengthening Social Security and Medicare. With 8 days to go until Election Day, no matter what issue brings you to the ballot box, what matters is you vote.","2018","10","29","https://www.instagram.com/p/Bph5zyBjYFk/"
"kamalaharris","477","42826","Photo","@StaceyAbrams is the right leader to move Georgia forward, which is why I joined @rashidajones to help get out the vote this weekend. Only eight days left, folks.","2018","10","29","https://www.instagram.com/p/BphgBoEDS9M/"
"kamalaharris","164","13518","Photo","Many families in our country are a $500 emergency away from complete financial catastrophe. Congress needs to pass the LIFT Act to help working and middle-class families stay above water.","2018","10","29","https://www.instagram.com/p/Bpf5K3ujwO8/"
"kamalaharris","618","35197","Video","Representation matters at every level of political office. 📹: @moveon","2018","10","28","https://www.instagram.com/p/BpfXDHnjmZq/"
"kamalaharris","744","49050","Photo","Tyrone Gayle was an invaluable and beloved member of our team and family. He never lost faith in our ability to do good for the people in this country. Sending his family and courageous wife, Beth, my love and condolences. #GayleNation","2018","10","27","https://www.instagram.com/p/BpcPf4_DDL-/"
"kamalaharris","527","15480","Video","Elections matter. In 12 days we have the power to elect officials who will work for the people, not special interests.","2018","10","25","https://www.instagram.com/p/BpXuFA4jMhb/"
"kamalaharris","147","11778","Photo","@uiowa students are fired up and ready to “Hawk the Vote” on November 6. If this is the first election you’re voting or actively involved in, know that this is a pivotal moment and your role in the outcome of this election is so important. Some of our best movements have been fueled by students and young people. Let’s get out there and get to work.","2018","10","25","https://www.instagram.com/p/BpXPGdEnULp/"
